Utterance,Sentences,Translated Sentences,Dialog Acts
大陆模板，主要是根据大陆地区实际情况设立的。 台湾的问题确实是多，如敌方成员姓名音译，这个本来不考虑转换，但是官方采取只取一部分的做法……如果是让小孩好记忆的话也就罢了。,"['大陆模板，主要是根据大陆地区实际情况设立的。', '台湾的问题确实是多，如敌方成员姓名音译，这个本来不考虑转换，但是官方采取只取一部分的做法……如果是让小孩好记忆的话也就罢了。']","['The mainland template is mainly set up according to the actual situation in the mainland.', 'There are indeed many problems in Taiwan, such as the transliteration of the names of enemy members, which was originally not considered to be converted, but the official method is to take only a part... If it is for children to remember, it will be fine.']","[('sd',), ('sv',)]"
许多地方翻译得不准确，甚至是翻译错误。 例如： 第一句话就十分别扭：“在数学中，群是元素的集合加上组合任何两个它的元素形成第三个元素的运算。,"['许多地方翻译得不准确，甚至是翻译错误。', '例如： 第一句话就十分别扭：“在数学中，群是元素的集合加上组合任何两个它的元素形成第三个元素的运算。']","['In many places the translation is inaccurate or even mistranslated.', 'For example: The first sentence is quite awkward: ""In mathematics, a group is a set of elements plus an operation that combines any two of its elements to form a third element.']","[('sv',), ('sd',)]"
我在這方面不是專家，但的確聽聞過殖民地部（後來的外交部）會製定中文官方譯名表，為官員提供統一譯名。 簡單來說，由於是官方發出，所以當然具官方地位。,"['我在這方面不是專家，但的確聽聞過殖民地部（後來的外交部）會製定中文官方譯名表，為官員提供統一譯名。', '簡單來說，由於是官方發出，所以當然具官方地位。']","['I am not an expert in this area, but I have indeed heard that the Colonial Department (later the Ministry of Foreign Affairs) will formulate a Chinese official translation table to provide officials with a unified translation.', 'To put it simply, since it is officially issued, it certainly has official status.']","[('sd',), ('sd',)]"
点列式叙述出现在正文中似不太合适，“东北地方”等应使用main模板，部分章节缺来源。 以上问题请在投票结束前修正。,"['点列式叙述出现在正文中似不太合适，“东北地方”等应使用main模板，部分章节缺来源。', '以上问题请在投票结束前修正。']","['It seems inappropriate for the point-and-point narrative to appear in the main text. The main template should be used for ""Northeast China"", and some chapters lack sources.', 'Please correct the above issues before the voting closes.']","[(), ()]"
德約科維奇是不正确的翻译吧。 这个名字读起来没有d的音。 应该翻成久科维奇或乔科维奇更合适一点。,"['德約科維奇是不正确的翻译吧。', '这个名字读起来没有d的音。', '应该翻成久科维奇或乔科维奇更合适一点。']","['Djokovic is not the correct translation for it.', 'The name is pronounced without the d sound.', 'It should be more appropriate to translate it into Djukovic or Djokovic.']","[(), ('sd',), ('sv',)]"
1.我想如果“Jyxyl9”肯停止破坏性质的编辑，提出建设性意见，作出合理的编辑，本人也同意避免再次争端。 2.你的第二点倒是提醒我了，批评内容对应其讨论的段落。,"['1.我想如果“Jyxyl9”肯停止破坏性质的编辑，提出建设性意见，作出合理的编辑，本人也同意避免再次争端。', '2.你的第二点倒是提醒我了，批评内容对应其讨论的段落。']","['1. I think if ""Jyxyl9"" is willing to stop destructive editing, put forward constructive suggestions, and make reasonable edits, I also agree to avoid further disputes.', '2. Your second point reminds me that the content of criticism corresponds to the paragraphs discussed.']","[('sv',), ()]"
1. 該條目的正式名稱是「第一屆國民大會第一次會議」。 2. 姑不論台灣沒有那種稱法，會出現那種便宜行事的稱呼是因為那是行憲後在大陸召開的唯一一次。,"['1. 該條目的正式名稱是「第一屆國民大會第一次會議」。', '2. 姑不論台灣沒有那種稱法，會出現那種便宜行事的稱呼是因為那是行憲後在大陸召開的唯一一次。']","['1. The official title of the article is ""First Session of the First National Assembly"".', '2. Regardless of the fact that Taiwan does not have that kind of name, there will be the name of doing things cheaply because it is the only time it will be held in the mainland after the constitution is implemented.']","[('sd',), ()]"
您举的这个例子似乎跟这里讨论的主体没什么关系。 正如你指出的，地图上标的是聖弗朗西斯科（旧金山），所以旧金山本身就是地图承认的译名，这与地图上不存在的钦/清有本质区别。,"['您举的这个例子似乎跟这里讨论的主体没什么关系。', '正如你指出的，地图上标的是聖弗朗西斯科（旧金山），所以旧金山本身就是地图承认的译名，这与地图上不存在的钦/清有本质区别。']","['The example you gave seems to have nothing to do with the subject of the discussion here.', 'As you pointed out, San Francisco (San Francisco) is marked on the map, so San Francisco itself is a translated name recognized by the map, which is essentially different from Chin/Qing, which does not exist on the map.']","[('sd',), ('sd',)]"
請問 消息 由哪裡傳出呢? Mike Pompeo 有講過嗎? 有沒有 明報 and/or 其他可靠的傳媒?,"['請問 消息 由哪裡傳出呢?', 'Mike Pompeo 有講過嗎?', '有沒有 明報 and/or 其他可靠的傳媒?']","['May I ask where did the news come from?', 'Did Mike Pompeo talk about it?', 'Is there Ming Pao and/or other reliable media?']","[('qw',), ('qy',), ('qy',)]"
中国没有统治朝鲜半岛。 朝鲜半岛只不过是经常给中国些银两，双方进行贸易。 意淫的是中国。,"['中国没有统治朝鲜半岛。', '朝鲜半岛只不过是经常给中国些银两，双方进行贸易。', '意淫的是中国。']","['China does not rule the Korean peninsula.', 'The Korean peninsula just often gives China some silver taels, and the two sides conduct trade.', 'It is China who is obsessive.']","[(), ('sv',), ('sv',)]"
不同意列入。 这些都只是市政府的派出机构，完全不是正式行政区划，否则就不该叫“开发区管委会”而应该是“开发区人民政府”了，而且也不应该没有人大等机构。,"['不同意列入。', '这些都只是市政府的派出机构，完全不是正式行政区划，否则就不该叫“开发区管委会”而应该是“开发区人民政府”了，而且也不应该没有人大等机构。']","['Disagree for inclusion.', 'These are just agencies of the municipal government, not formal administrative divisions at all, otherwise they should not be called ""development zone management committees"" but ""development zone people\'s governments"", and there should be no people\'s congresses and other institutions.']","[('^2',), ('sd',)]"
美學方面的事情，見仁見智。 光是漢語世界就不能保證所有人都知道，何況還有初學漢語的各族裔人士。 維基百科是世界性的百科，須考量全世界的讀者。,"['美學方面的事情，見仁見智。', '光是漢語世界就不能保證所有人都知道，何況還有初學漢語的各族裔人士。', '維基百科是世界性的百科，須考量全世界的讀者。']","['Aesthetics are a matter of opinion.', 'The Chinese-speaking world alone cannot guarantee that everyone knows it, let alone people of all ethnic groups who are new to Chinese.', 'Wikipedia is a worldwide encyclopedia and must consider readers from all over the world.']","[('sv',), ('sv',), ('sd',)]"
新事態發展期間，更名宜慎重。 無論白官方對正名的意願如何強烈，維基百科仍應依其自身命名方針做事，免受政府機構壓力。 單從大使館的回覆就斷定維基百科要為此更名，不符合維基百科的方針，也操之過急。,"['新事態發展期間，更名宜慎重。', '無論白官方對正名的意願如何強烈，維基百科仍應依其自身命名方針做事，免受政府機構壓力。', '單從大使館的回覆就斷定維基百科要為此更名，不符合維基百科的方針，也操之過急。']","['During the period of new developments, it is advisable to be cautious in changing the name.', ""No matter how strong the white government's willingness to rectify the name is, Wikipedia should still act in accordance with its own naming policy and avoid pressure from government agencies."", ""Judging from the embassy's reply alone, it is concluded that Wikipedia's renaming is not in line with Wikipedia's policy, and it is too hasty.""]","[('sv',), ('sv',), ('sd',)]"
