Sentence,Translated Sentence,dialog_acts
SO3が反応種で(つまり無水硫酸とか発煙硫酸とか言っているのはSO3部分のことを言っており)硫酸H2SO4は溶媒に過ぎません。,"SO3 is the reactive species (in other words, sulfuric anhydride and fuming sulfuric acid refer to the SO3 part), and sulfuric acid H2SO4 is just the solvent.","('sd',)"
清正の父が尾張の土豪の加藤清忠となっていますが、大いに疑問に感じます。,"Kiyomasa's father is Kiyotada Kato, a local tycoon of Owari, but I feel very doubtful.","('sd',)"
清正の出自は諸説があり、鍛冶屋の息子という説もあります。,"There are various theories about Kiyomasa's origin, and there is also a theory that he was the son of a blacksmith.","('sd',)"
そして父の名は実際に「五郎助」と呼ばれたらしいです。,"And it seems that his father's name was actually called ""Gorosuke"".","('sd',)"
「放置している」というマイクロソフト社の対応が問題なので、そこだけは修正しました。,"Microsoft's response of ""Ignore it"" is a problem, so I fixed it only there.","('sd',)"
。,.,"('x',)"
「放置している」に関しては出典がありませんので変更しました。,"I changed it because there is no source for ""I leave it"".","('sd',)"
現在この製パンの項目の50%以上の記事が製パン業者への外部リンクおよび内部リンクで占められています。,"Currently, more than 50% of articles in this bakery section are occupied by external and internal links to bakeries.","('sd',)"
製パンの項目に企業名を羅列しているのは日本語版のみの現象です。,Listing company names in the bakery section is a phenomenon only in the Japanese version.,()
Netflixオリジナル映画の一覧における分類方法について、疑問が生じたのでご意見を伺いたいと思います。,I have a question about how Netflix original movies are categorized in the list and would like to hear your opinion.,"('sd',)"
分類方法自体は本記事において定義されているので、本記事のノートで議論を始めました。,"The taxonomy itself is defined in this article, so I started the discussion in the notes of this article.","('sd',)"
こんにちは。,Hello.,"('fp',)"
監督名を記載することが「悪い」とまでは思いませんが、個人的には「記載は不要」と思います。,"I don't think it's ""bad"" to list the director's name, but personally I think it's ""unnecessary"".","('sv',)"
改名に賛成します。,I agree with the name change.,"('aa',)"
先行議論で発言したIPです。,This is the IP I mentioned in the preceding discussion.,"('sd',)"
発言したままで申し訳ありません。,I apologize for not speaking.,"('fa',)"
つい最近、英語版Sex_differences_in_intelligenceの部分訳が複数回投稿されました。,"Just recently, a partial translation of the English version of Sex_differences_in_intelligence has been posted multiple times.","('sd',)"
翻訳の際に履歴継承を行っていないので著作権違反の問題があります。,There is a problem of copyright violation because history inheritance is not performed when translating.,"('sd',)"
以下内容について。,About the following.,()
素朴な疑問です。,It is a simple question.,"('sd',)"
どのような利点があってクルアーンにしているのでしょう。,What are the advantages of the Qur'an?,"('qw',)"
(2001年-2021年)への改名提案をします。,(2001-2021) I propose to rename it.,"('sd',)"
タリバンは、事実上政権を掌握し、勝利宣言を行い、米軍も撤退中です。,"The Taliban have effectively seized power, declared victory, and are withdrawing US troops.","('sd',)"
また、ガニ政権もタリバンへの政権移行を認めています。,"In addition, the Ghani government also approves the transition of power to the Taliban.","('sd',)"
はじめまして。,nice to meet you.,"('fc',)"
些細なことで恐縮ですが、気付いたところをご報告します。,"I apologize for the small details, but I will report what I noticed.","('fa',)"
以下にあるのは過去の議論です。,Below are past discussions.,"('sd',)"
編集しないでください。,Please do not edit.,()
新たな議論は話題追加で行ってください。,Please add new topics to the discussion.,()
