Sentence,Translated Sentence,dialog_acts
垒球最初也用来作为Baseball的翻译，后来多被Softball使用。,"Softball was originally used as a translation of Baseball, and was later used by Softball.","('sd',)"
「壘球」為約定成俗的名稱，也不會造成誤解，沒有必要再改。,"""Softball"" is a well-established name, and it will not cause misunderstanding, so there is no need to change it.","('sv',)"
Buck的中文名叫赛珍珠，但从没特别指出Schrödinger还有个中文名叫薛定谔。,"Buck's Chinese name is Pearl Buck, but he never specifically pointed out that Schrödinger also has a Chinese name of Schrödinger.","('sd',)"
在历史上，1707年的时候，England还没有中文翻译。,"Historically, in 1707, England had no Chinese translation.","('sd',)"
所以英国一词，从一开始就都是指“以England为主导的UK”。,"Therefore, the term ""UK"" has always referred to ""UK dominated by England"" from the very beginning.","('sd',)"
我所说的并非是可供查证，而是这根本就不是可靠来源，且具有明显的宣传语调。,"I'm not saying it's verifiable, it's just that this is not a reliable source at all and has an obvious propaganda tone.",()
如果要浏览课程，还需要实名注册账号，免费回顾时长只有60天，如果要永久学习还需要花200元人民币来买，这根本就是广告。,"If you want to browse the courses, you need to register an account with your real name. The free review period is only 60 days. If you want to study permanently, you need to spend 200 yuan to buy it. This is simply an advertisement.","('sv',)"
“以前會用“谷歌””根本不是，现在用谷歌的大有人在。,"""I used to use ""Google"""" is not at all, now there are many people who use Google.","('sd',)"
有些人顯然出於種種原因，喪失了區分這兩者差別的能力，認為如果索馬利蘭能列入則青年黨也會變得可以列入。,"Some people, apparently for various reasons, have lost the ability to distinguish between the two, and believe that if Somaliland can be included, Al-Shabaab will also become available.","('sd',)"
但是找一篇2014年發表在中國網站上的文章，這種區分能力並非人人缺乏。,"But if you find an article published on a Chinese website in 2014, not everyone lacks the ability to distinguish.","('sv',)"
《资本论》的正确与错误需要时间的检验。,"The correctness and error of ""Das Kapital"" needs the test of time.","('sv',)"
《资本论》作为马克思主义理论体系的重要部分，其对时代进步的贡献作用是有目共睹的。,"""Das Kapital"" is an important part of the Marxist theoretical system, and its contribution to the progress of the times is obvious to all.","('sv',)"
汉语文语中普通也有“普遍通行”之意。,"Common also has the meaning of ""universal"" in Chinese.","('sv',)"
现代标准汉语在中国大陆又称为普通话。,Modern Standard Chinese is also known as Mandarin in mainland China.,"('sd',)"
即是取自该意思。,That is taken from that meaning.,()
"大幅擴充（16,560至70,272個位元組），翻譯自英文GA，DC18的暖身。","Significantly expanded (16,560 to 70,272 bytes), translated from English GA, DC18's warm-up.","('sd',)"
本片對未來科技產品的預見性也有人討論，但我認為那應該寫進原作的條目。,"The film's predictability of future technological products has also been discussed, but I think that should be included in the entry of the original work.","('sv',)"
浪費我一個鐘頭。,Waste me an hour.,"('sd',)"
立志篇，把一些跟漫畫相關的內容加回鬼滅之刃。,"For the chapter on determination, add some content related to comics back to Demon Slayer: Blade.","('ad', 'sd')"
但都不會是一堆文字。,But neither will be a bunch of words.,"('sd',)"
本人不是反對加多些正文，但如果有些可以作分類的東西根本不用弄得那麼文皺皺。,"I am not opposed to adding more text, but if there are some things that can be classified, there is no need to make the text so crumpled.","('sd',)"
我想以一個條目的完整性而言是必要的。,I think it is necessary for the completeness of an entry.,"('sv',)"
可以參考維基百科討論:條目的大小裡面提到的較正確的分割方式。,You can refer to the Wikipedia discussion: the correct segmentation method mentioned in the size of the entry.,"('sd',)"
原本因為人物介紹內容過長，不便閱讀，才將內容分割，另建條目人物列表。,"Originally, because the content of the character introduction was too long and inconvenient to read, the content was divided and a separate list of characters was created.","('sd',)"
问题还是没有完全解决。,The problem is still not fully resolved.,"('sv',)"
我猜测Yunner做这条记录的意思是“为国安进球最多的外籍球员”，因为如果不分中外的话，至少陶伟已经为国安打入了41粒入球。,"I guess Yunner made this record to mean ""the foreign player who scored the most goals for Guoan"", because if there is no distinction between Chinese and foreign players, at least Tao Wei has scored 41 goals for Guoan.","('sd',)"
您自己看看中評網最下方寫了些什麼。,See for yourself what is written at the bottom of Zhongping.com.,()
如果社群有部分人認為台灣不是由中華民國實際控制的話，又可以將台灣的實際控制者劃去嗎？。,"If some people in the community believe that Taiwan is not actually controlled by the ROC, can the actual controller of Taiwan be removed? .","('sv',)"
我認為Extvia發出「网络上的文献都是互相转载的」等於它不相信google的結果代表使用量。,"I think Extvia's announcement that ""documents on the Internet are reposted from each other"" means that it does not believe that the results of google represent usage.","('sd',)"
而我本來就不相信google的結果代表使用量。,And I didn't believe that the results of google represented usage.,"('sd',)"
@user：你的主張本來就要自己找來源，如果你有看過相關規定的話。,"@user: You have to find the source yourself for your claim, if you have read the relevant regulations.","('sd',)"
我刪除也是照WIKI的來源規定而已，如果你有看到您提報的破壞，管理者給予您的理由的話。,"My deletion is only in accordance with WIKI's source regulations. If you see the damage you reported, the administrator will give you a reason.","('sd',)"
这是后来的编辑者加入的话。,This was added by a later editor.,"('sd',)"
鉴于后文雪豹#考察和研究一节已经对此进行较详细的介绍，且内容较为细节，故基于导言的简洁性和概括性，已删除此部分。,"In view of the fact that the Snow Leopard#Investigation and Research section has been introduced in detail later, and the content is relatively detailed, this part has been deleted based on the brevity and generality of the introduction.","('sd',)"
